ÁREA,DISCIPLINA,TÓPICO,NÍVEL_SUPERIOR_INDICADO,FREQUÊNCIA_EDITAIS
TRIBUNAL,Direito Processual Penal,Indulto,Sim,Frequente
TRIBUNAL,Direito Processual Penal,Graça,Sim,Frequente
TRIBUNAL,Direito Processual Penal,Anistia,Sim,Frequente
TRIBUNAL,Direito Processual Penal,Revisão criminal,Sim,Frequente
TRIBUNAL,Direito Processual Penal,Procedimentos especiais,Sim,Frequente
TRIBUNAL,Direito Processual Penal,Ação penal privada,Sim,Frequente
TRIBUNAL,Direito Processual Penal,Crime de responsabilidade,Sim,Frequente
TRIBUNAL,Direito Processual Penal,Crimes contra honra de agentes públicos,Sim,Frequente
TRIBUNAL,Direito Processual Penal,Procedimentos com participação popular,Sim,Frequente
TRIBUNAL,Direito Processual Penal,Júri,Sim,Frequente
TRIBUNAL,Direito Processual Penal,Composição do júri,Sim,Frequente
TRIBUNAL,Direito Processual Penal,Competência do júri,Sim,Frequente
TRIBUNAL,Direito Processual Penal,Plenário do júri,Sim,Frequente
TRIBUNAL,Direito Processual Penal,Votação,Sim,Frequente
TRIBUNAL,Direito Processual Penal,Condenação,Sim,Frequente
TRIBUNAL,Direito Processual Penal,Absolvição,Sim,Frequente
TRIBUNAL,Direito Processual Penal,Voto,Sim,Frequente
FISCAL,Língua Portuguesa,Compreensão e interpretação de textos,Não,Comum
FISCAL,Língua Portuguesa,Significado contextual e substituição de palavras,Não,Comum
FISCAL,Língua Portuguesa,Ortografia,Não,Comum
FISCAL,Língua Portuguesa,Pontuação,Não,Comum
FISCAL,Língua Portuguesa,Semântica,Não,Comum
FISCAL,Língua Portuguesa,Morfologia,Não,Comum
FISCAL,Língua Portuguesa,Sintaxe,Não,Comum
FISCAL,Língua Portuguesa,Concordância,Não,Comum
FISCAL,Língua Portuguesa,Regência,Não,Comum
FISCAL,Língua Portuguesa,Colocação pronominal,Não,Comum
FISCAL,Língua Portuguesa,Coesão textual,Não,Comum
FISCAL,Língua Portuguesa,Reescrita de frases,Não,Comum
FISCAL,Matemática Financeira,Capitalização simples,Não,Comum
FISCAL,Matemática Financeira,Capitalização composta,Não,Comum
FISCAL,Matemática Financeira,Juros simples,Não,Comum
FISCAL,Matemática Financeira,Juros compostos,Não,Comum
FISCAL,Matemática Financeira,Taxa efetiva,Não,Comum
FISCAL,Matemática Financeira,Taxa nominal,Não,Comum
FISCAL,Matemática Financeira,Desconto simples,Não,Comum
FISCAL,Matemática Financeira,Desconto composto,Não,Comum
FISCAL,Matemática Financeira,Séries de pagamentos,Não,Comum
FISCAL,Matemática Financeira,Anuidades,Não,Comum
FISCAL,Matemática Financeira,Rendas certas,Não,Comum
FISCAL,Matemática Financeira,VPL (Valor Presente Líquido),Não,Comum
FISCAL,Matemática Financeira,TIR (Taxa Interna de Retorno),Não,Comum
FISCAL,Matemática Financeira,Payback,Não,Comum
FISCAL,Matemática Financeira,Análise de investimentos,Não,Comum
FISCAL,Matemática Financeira,Amortização,Não,Comum
FISCAL,Matemática Financeira,Sistema Price,Não,Comum
FISCAL,Matemática Financeira,Sistema SAC,Não,Comum
FISCAL,Estatística,Conceitos fundamentais,Não,Comum
FISCAL,Estatística,População,Não,Comum
FISCAL,Estatística,Amostra,Não,Comum
FISCAL,Estatística,Variável,Não,Comum
FISCAL,Estatística,Dados,Não,Comum
FISCAL,Estatística,Distribuição de frequências,Não,Comum
FISCAL,Estatística,Gráficos,Não,Comum
FISCAL,Estatística,Histograma,Não,Comum
FISCAL,Estatística,Polígono de frequências,Não,Comum
FISCAL,Estatística,Medidas de tendência central,Não,Comum
FISCAL,Estatística,Média,Não,Comum
FISCAL,Estatística,Mediana,Não,Comum
FISCAL,Estatística,Moda,Não,Comum
FISCAL,Estatística,Medidas de dispersão,Não,Comum
FISCAL,Estatística,Amplitude,Não,Comum
FISCAL,Estatística,Variância,Não,Comum
FISCAL,Estatística,Desvio padrão,Não,Comum
FISCAL,Estatística,Coeficiente de variação,Não,Comum
FISCAL,Estatística,Correlação,Não,Comum
FISCAL,Estatística,Regressão,Não,Comum
FISCAL,Estatística,Regressão linear,Não,Comum
FISCAL,Estatística,Análise de regressão,Não,Comum
FISCAL,Estatística,Probabilidade,Não,Comum
FISCAL,Estatística,Espaço amostral,Não,Comum
FISCAL,Estatística,Evento,Não,Comum
FISCAL,Estatística,Regras de probabilidade,Não,Comum
FISCAL,Estatística,Distribuição binomial,Não,Comum
FISCAL,Estatística,Distribuição normal,Não,Comum
FISCAL,Estatística,Distribuição de Poisson,Não,Comum
FISCAL,Estatística,Distribuição t de Student,Não,Comum
FISCAL,Estatística,Qui-quadrado,Não,Comum
FISCAL,Estatística,Inferência estatística,Não,Comum
FISCAL,Estatística,Estimação,Não,Comum
FISCAL,Estatística,Teste de hipóteses,Não,Comum
FISCAL,Estatística,Intervalo de confiança,Não,Comum
FISCAL,Estatística,Amostragem,Não,Comum
FISCAL,Estatística,Amostragem aleatória,Não,Comum
FISCAL,Estatística,Amostragem sistemática,Não,Comum
FISCAL,Estatística,Amostragem estratificada,Não,Comum
FISCAL,Estatística,Amostragem por conglomerados,Não,Comum
FISCAL,Raciocínio Lógico,Proposições,Não,Comum
FISCAL,Raciocínio Lógico,Conectivos lógicos,Não,Comum
FISCAL,Raciocínio Lógico,Tabelas-verdade,Não,Comum
FISCAL,Raciocínio Lógico,Tautologia,Não,Comum
FISCAL,Raciocínio Lógico,Contradição,Não,Comum
FISCAL,Raciocínio Lógico,Contingência,Não,Comum
FISCAL,Raciocínio Lógico,Conjuntos,Não,Comum
FISCAL,Raciocínio Lógico,Operações com conjuntos,Não,Comum
FISCAL,Raciocínio Lógico,Diagramas de Venn,Não,Comum
FISCAL,Raciocínio Lógico,Argumentação,Não,Comum
FISCAL,Raciocínio Lógico,Inferência,Não,Comum
FISCAL,Raciocínio Lógico,Dedução,Não,Comum
FISCAL,Raciocínio Lógico,Indução,Não,Comum
FISCAL,Raciocínio Lógico,Silogismo,Não,Comum
FISCAL,Raciocínio Lógico,Falácias,Não,Comum
FISCAL,Raciocínio Lógico,Análise combinatória,Não,Comum
FISCAL,Raciocínio Lógico,Princípio fundamental da contagem,Não,Comum
FISCAL,Raciocínio Lógico,Permutação,Não,Comum
FISCAL,Raciocínio Lógico,Combinação,Não,Comum
FISCAL,Raciocínio Lógico,Arranjo,Não,Comum
FISCAL,Raciocínio Lógico,Probabilidade,Não,Comum
FISCAL,Raciocínio Lógico,Sequências,Não,Comum
FISCAL,Raciocínio Lógico,Série,Não,Comum
FISCAL,Raciocínio Lógico,Progressão aritmética,Não,Comum
FISCAL,Raciocínio Lógico,Progressão geométrica,Não,Comum
FISCAL,Raciocínio Lógico,Lógica proposicional,Não,Comum
FISCAL,Direito Tributário,Conceitos fundamentais,Sim,Frequente
FISCAL,Direito Tributário,Tributo,Sim,Frequente
FISCAL,Direito Tributário,Imposto,Sim,Frequente
FISCAL,Direito Tributário,Taxa,Sim,Frequente
FISCAL,Direito Tributário,Contribuição de melhoria,Sim,Frequente
FISCAL,Direito Tributário,Empréstimo compulsório,Sim,Frequente
FISCAL,Direito Tributário,Contribuições especiais,Sim,Frequente
FISCAL,Direito Tributário,Fonte do direito tributário,Sim,Frequente
FISCAL,Direito Tributário,Constituição Federal,Sim,Frequente
FISCAL,Direito Tributário,Lei complementar,Sim,Frequente
FISCAL,Direito Tributário,Lei ordinária,Sim,Frequente
FISCAL,Direito Tributário,Resolução do Senado Federal,Sim,Frequente
FISCAL,Direito Tributário,Decreto-lei,Sim,Frequente
FISCAL,Direito Tributário,Decreto,Sim,Frequente
FISCAL,Direito Tributário,Interpretação da legislação tributária,Sim,Frequente
FISCAL,Direito Tributário,Interpretação literal,Sim,Frequente
FISCAL,Direito Tributário,Interpretação teleológica,Sim,Frequente
FISCAL,Direito Tributário,Interpretação sistemática,Sim,Frequente
FISCAL,Direito Tributário,Integração de lacunas,Sim,Frequente
FISCAL,Direito Tributário,Analogia,Sim,Frequente
FISCAL,Direito Tributário,Princípios tributários,Sim,Frequente
FISCAL,Direito Tributário,Princípio da legalidade,Sim,Frequente
FISCAL,Direito Tributário,Princípio da anterioridade,Sim,Frequente
FISCAL,Direito Tributário,Princípio da irretroatividade,Sim,Frequente
FISCAL,Direito Tributário,Princípio da igualdade,Sim,Frequente
FISCAL,Direito Tributário,Princípio da capacidade contributiva,Sim,Frequente
FISCAL,Direito Tributário,Princípio da vedação de confisco,Sim,Frequente
FISCAL,Direito Tributário,Princípio da isenção heterônoma,Sim,Frequente
FISCAL,Direito Tributário,Classificação dos tributos,Sim,Frequente
FISCAL,Direito Tributário,Impostos federais,Sim,Frequente
FISCAL,Direito Tributário,Imposto de Renda Pessoa Física (IRPF),Sim,Frequente
FISCAL,Direito Tributário,Imposto de Renda Pessoa Jurídica (IRPJ),Sim,Frequente
FISCAL,Direito Tributário,Imposto sobre Produtos Industrializados (IPI),Sim,Frequente
FISCAL,Direito Tributário,Imposto sobre Importação,Sim,Frequente
FISCAL,Direito Tributário,Imposto sobre Exportação,Sim,Frequente
FISCAL,Direito Tributário,"Imposto sobre Operações de Crédito, Câmbio e Seguros (IOF)",Sim,Frequente
FISCAL,Direito Tributário,Imposto sobre a Propriedade Territorial Rural (ITR),Sim,Frequente
FISCAL,Direito Tributário,Imposto sobre a Renda Agropecuária,Sim,Frequente
FISCAL,Direito Tributário,Impostos estaduais,Sim,Frequente
FISCAL,Direito Tributário,Imposto sobre Circulação de Mercadorias e Serviços (ICMS),Sim,Frequente
FISCAL,Direito Tributário,Imposto sobre a Propriedade de Veículos Automotores (IPVA),Sim,Frequente
FISCAL,Direito Tributário,Imposto sobre Transmissão Causa Mortis e Doação (ITCMD),Sim,Frequente
FISCAL,Direito Tributário,Imposto sobre Operações Relativas à Circulação de Combustíveis,Sim,Frequente
FISCAL,Direito Tributário,Impostos municipais,Sim,Frequente
FISCAL,Direito Tributário,Imposto sobre a Propriedade Predial e Territorial Urbana (IPTU),Sim,Frequente
FISCAL,Direito Tributário,Imposto sobre a Transmissão Inter vivos de Bens Imóveis (ITBI),Sim,Frequente
FISCAL,Direito Tributário,Imposto sobre Serviços de Qualquer Natureza (ISS),Sim,Frequente
FISCAL,Direito Tributário,Contribuições federais,Sim,Frequente
FISCAL,Direito Tributário,Contribuição para o Programa de Integração Social (PIS),Sim,Frequente
FISCAL,Direito Tributário,Contribuição para o Financiamento da Seguridade Social (COFINS),Sim,Frequente
FISCAL,Direito Tributário,Contribuição Social sobre o Lucro Líquido (CSLL),Sim,Frequente
FISCAL,Direito Tributário,Contribuição Sindical Urbana,Sim,Frequente
FISCAL,Direito Tributário,Contribuição Sindical Rural,Sim,Frequente
FISCAL,Direito Tributário,Obrigação tributária,Sim,Frequente
FISCAL,Direito Tributário,Obrigação principal,Sim,Frequente
FISCAL,Direito Tributário,Obrigação acessória,Sim,Frequente
FISCAL,Direito Tributário,Relação jurídica tributária,Sim,Frequente
FISCAL,Direito Tributário,Sujeito ativo,Sim,Frequente
FISCAL,Direito Tributário,Sujeito passivo,Sim,Frequente
FISCAL,Direito Tributário,Responsabilidade tributária,Sim,Frequente
FISCAL,Direito Tributário,Responsabilidade pessoal,Sim,Frequente
FISCAL,Direito Tributário,Responsabilidade solidária,Sim,Frequente
FISCAL,Direito Tributário,Responsabilidade subsidiária,Sim,Frequente
FISCAL,Direito Tributário,Sucesão tributária,Sim,Frequente
FISCAL,Direito Tributário,Fato gerador,Sim,Frequente
FISCAL,Direito Tributário,Características,Sim,Frequente
FISCAL,Direito Tributário,Ocorrência,Sim,Frequente
FISCAL,Direito Tributário,Base de cálculo,Sim,Frequente
FISCAL,Direito Tributário,Alíquota,Sim,Frequente
FISCAL,Direito Tributário,Cálculo do tributo,Sim,Frequente
FISCAL,Direito Tributário,Débito tributário,Sim,Frequente
FISCAL,Direito Tributário,Crédito tributário,Sim,Frequente
FISCAL,Direito Tributário,Constituição do crédito tributário,Sim,Frequente
FISCAL,Direito Tributário,Lançamento,Sim,Frequente
FISCAL,Direito Tributário,Lançamento de ofício,Sim,Frequente
FISCAL,Direito Tributário,Lançamento por declaração,Sim,Frequente
FISCAL,Direito Tributário,Lançamento por homologação,Sim,Frequente
FISCAL,Direito Tributário,Suspensão do crédito tributário,Sim,Frequente
FISCAL,Direito Tributário,Moratória,Sim,Frequente
FISCAL,Direito Tributário,Parcelamento,Sim,Frequente
FISCAL,Direito Tributário,Depósito em juízo,Sim,Frequente
FISCAL,Direito Tributário,Extinção do crédito tributário,Sim,Frequente
FISCAL,Direito Tributário,Pagamento,Sim,Frequente
FISCAL,Direito Tributário,Compensação,Sim,Frequente
FISCAL,Direito Tributário,Transação,Sim,Frequente
FISCAL,Direito Tributário,Remissão,Sim,Frequente
FISCAL,Direito Tributário,Prescrição,Sim,Frequente
FISCAL,Direito Tributário,Decadência,Sim,Frequente
FISCAL,Direito Tributário,Anistia,Sim,Frequente
FISCAL,Direito Tributário,Inadimplemento da obrigação tributária,Sim,Frequente
FISCAL,Direito Tributário,Multa,Sim,Frequente
FISCAL,Direito Tributário,Juros de mora,Sim,Frequente
FISCAL,Direito Tributário,Correção monetária,Sim,Frequente
FISCAL,Direito Tributário,Infrações,Sim,Frequente
FISCAL,Direito Tributário,Infrações formais,Sim,Frequente
FISCAL,Direito Tributário,Infrações materiais,Sim,Frequente
FISCAL,Direito Tributário,Processo administrativo tributário,Sim,Frequente
FISCAL,Direito Tributário,Autos de infração,Sim,Frequente
FISCAL,Direito Tributário,Autuação,Sim,Frequente
FISCAL,Direito Tributário,Notificação,Sim,Frequente
FISCAL,Direito Tributário,Defesa,Sim,Frequente
FISCAL,Direito Tributário,Recurso administrativo,Sim,Frequente
FISCAL,Direito Tributário,Consulta fiscal,Sim,Frequente
FISCAL,Direito Tributário,Processo judicial tributário,Sim,Frequente
FISCAL,Direito Tributário,Ação popular,Sim,Frequente
FISCAL,Direito Tributário,Mandado de segurança,Sim,Frequente
FISCAL,Direito Tributário,Ação ordinária,Sim,Frequente
FISCAL,Direito Tributário,Ação anulatória,Sim,Frequente
FISCAL,Direito Tributário,Exceção de pré-executividade,Sim,Frequente
FISCAL,Direito Tributário,Execução fiscal,Sim,Frequente
FISCAL,Direito Tributário,Sigilo fiscal,Sim,Frequente
FISCAL,Direito Tributário,Sigilo de informação,Sim,Frequente
FISCAL,Direito Tributário,Exceções ao sigilo,Sim,Frequente
FISCAL,Direito Constitucional,Constituição Federal,Sim,Frequente
FISCAL,Direito Constitucional,Princípios fundamentais,Sim,Frequente
FISCAL,Direito Constitucional,Direitos e garantias fundamentais,Sim,Frequente
FISCAL,Direito Constitucional,Direitos individuais,Sim,Frequente
FISCAL,Direito Constitucional,Direitos sociais,Sim,Frequente
FISCAL,Direito Constitucional,Direitos políticos,Sim,Frequente
FISCAL,Direito Constitucional,Nacionalidade,Sim,Frequente
FISCAL,Direito Constitucional,Cidadania,Sim,Frequente
FISCAL,Direito Constitucional,Direitos políticos,Sim,Frequente
FISCAL,Direito Constitucional,Direito de voto,Sim,Frequente
FISCAL,Direito Constitucional,Elegibilidade,Sim,Frequente
FISCAL,Direito Constitucional,Incompatibilidade,Sim,Frequente
FISCAL,Direito Constitucional,Partidos políticos,Sim,Frequente
FISCAL,Direito Constitucional,Sistema tributário,Sim,Frequente
FISCAL,Direito Constitucional,Princípios gerais,Sim,Frequente
FISCAL,Direito Constitucional,Limites do poder de tributar,Sim,Frequente
FISCAL,Direito Constitucional,Imunidades tributárias,Sim,Frequente
FISCAL,Direito Constitucional,Imunidade de templós,Sim,Frequente
FISCAL,Direito Constitucional,Imunidade de partidos políticos,Sim,Frequente
FISCAL,Direito Constitucional,Imunidade de sindicatos,Sim,Frequente
FISCAL,Direito Constitucional,Imunidade de instituições de educação,Sim,Frequente
FISCAL,Direito Constitucional,Imunidade de instituições de assistência social,Sim,Frequente
FISCAL,Direito Constitucional,Impostos da União,Sim,Frequente
FISCAL,Direito Constitucional,Impostos dos Estados,Sim,Frequente
FISCAL,Direito Constitucional,Impostos dos Municípios,Sim,Frequente
FISCAL,Direito Constitucional,Contribuições federais,Sim,Frequente
FISCAL,Direito Constitucional,Contribuições estaduais,Sim,Frequente
FISCAL,Direito Constitucional,Contribuições municipais,Sim,Frequente
FISCAL,Direito Constitucional,Distribuição de receitas tributárias,Sim,Frequente
FISCAL,Direito Constitucional,Fundo de Participação dos Estados,Sim,Frequente
FISCAL,Direito Constitucional,Fundo de Participação dos Municípios,Sim,Frequente
FISCAL,Direito Constitucional,Organização do Estado,Sim,Frequente
FISCAL,Direito Constitucional,Organização dos Poderes,Sim,Frequente
FISCAL,Direito Constitucional,Poder Executivo,Sim,Frequente
FISCAL,Direito Constitucional,Poder Legislativo,Sim,Frequente
FISCAL,Direito Constitucional,Poder Judiciário,Sim,Frequente
FISCAL,Direito Administrativo,Princípios da administração pública,Sim,Frequente
FISCAL,Direito Administrativo,Legalidade,Sim,Frequente
FISCAL,Direito Administrativo,Moralidade,Sim,Frequente
FISCAL,Direito Administrativo,Impessoalidade,Sim,Frequente
FISCAL,Direito Administrativo,Publicidade,Sim,Frequente
FISCAL,Direito Administrativo,Eficiência,Sim,Frequente
FISCAL,Direito Administrativo,Atos administrativos,Sim,Frequente
FISCAL,Direito Administrativo,Conceito,Sim,Frequente
FISCAL,Direito Administrativo,Requisitos,Sim,Frequente
FISCAL,Direito Administrativo,Atributos,Sim,Frequente
FISCAL,Direito Administrativo,Classificação,Sim,Frequente
FISCAL,Direito Administrativo,Validade,Sim,Frequente
FISCAL,Direito Administrativo,Eficácia,Sim,Frequente
FISCAL,Direito Administrativo,Vício de legalidade,Sim,Frequente
FISCAL,Direito Administrativo,Invalidação,Sim,Frequente
FISCAL,Direito Administrativo,Controle e responsabilização,Sim,Frequente
FISCAL,Direito Administrativo,Controle administrativo,Sim,Frequente
FISCAL,Direito Administrativo,Controle judicial,Sim,Frequente
FISCAL,Direito Administrativo,Improbidade administrativa,Sim,Frequente
FISCAL,Direito Administrativo,Responsabilidade civil do Estado,Sim,Frequente
FISCAL,Direito Administrativo,Lei de Licitações,Sim,Frequente
FISCAL,Direito Administrativo,Lei nº 14.133/2021,Sim,Frequente
FISCAL,Direito Administrativo,Princípios,Sim,Frequente
FISCAL,Direito Administrativo,Modalidades,Sim,Frequente
FISCAL,Direito Administrativo,Procedimento,Sim,Frequente
FISCAL,Direito Administrativo,Dispensa e inexigibilidade,Sim,Frequente
FISCAL,Direito Administrativo,Lei Anticorrupção,Sim,Frequente
FISCAL,Direito Administrativo,Lei nº 12.846/2013,Sim,Frequente
FISCAL,Contabilidade Geral,Conceitos fundamentais,Sim,Frequente
FISCAL,Contabilidade Geral,Patrimônio,Sim,Frequente
FISCAL,Contabilidade Geral,Ativo,Sim,Frequente
FISCAL,Contabilidade Geral,Passivo,Sim,Frequente
FISCAL,Contabilidade Geral,Patrimônio líquido,Sim,Frequente
FISCAL,Contabilidade Geral,Equação patrimonial,Sim,Frequente
FISCAL,Contabilidade Geral,Contas,Sim,Frequente
FISCAL,Contabilidade Geral,Débito e crédito,Sim,Frequente
FISCAL,Contabilidade Geral,Partidas dobradas,Sim,Frequente
FISCAL,Contabilidade Geral,Diário,Sim,Frequente
FISCAL,Contabilidade Geral,Razão,Sim,Frequente
FISCAL,Contabilidade Geral,Balancete de verificação,Sim,Frequente
FISCAL,Contabilidade Geral,Demonstrações financeiras,Sim,Frequente
FISCAL,Contabilidade Geral,Balanço patrimonial,Sim,Frequente
FISCAL,Contabilidade Geral,Demonstração de resultado do exercício,Sim,Frequente
FISCAL,Contabilidade Geral,Fluxo de caixa,Sim,Frequente
FISCAL,Contabilidade Geral,Demonstração de mutações do patrimônio líquido,Sim,Frequente
FISCAL,Contabilidade Geral,Demonstração de valor adicionado,Sim,Frequente
FISCAL,Contabilidade Geral,Avaliação de ativos,Sim,Frequente
FISCAL,Contabilidade Geral,Ativo imobilizado,Sim,Frequente
FISCAL,Contabilidade Geral,Depreciação,Sim,Frequente
FISCAL,Contabilidade Geral,Amortização,Sim,Frequente
FISCAL,Contabilidade Geral,Exaustão,Sim,Frequente
FISCAL,Contabilidade Geral,Método linear,Sim,Frequente
FISCAL,Contabilidade Geral,Método de unidades produzidas,Sim,Frequente
FISCAL,Contabilidade Geral,Método da soma dos dígitos,Sim,Frequente
FISCAL,Contabilidade Geral,Método da redução de saldo,Sim,Frequente
FISCAL,Contabilidade Geral,Contas do ativo,Sim,Frequente
FISCAL,Contabilidade Geral,Ativo circulante,Sim,Frequente
FISCAL,Contabilidade Geral,Ativo não circulante,Sim,Frequente
FISCAL,Contabilidade Geral,Caixa,Sim,Frequente
FISCAL,Contabilidade Geral,Bancos,Sim,Frequente
FISCAL,Contabilidade Geral,Clientes,Sim,Frequente
FISCAL,Contabilidade Geral,Estoques,Sim,Frequente
FISCAL,Contabilidade Geral,Despesas antecipadas,Sim,Frequente
FISCAL,Contabilidade Geral,Investimentos,Sim,Frequente
FISCAL,Contabilidade Geral,Imobilizado,Sim,Frequente
FISCAL,Contabilidade Geral,Intangível,Sim,Frequente
FISCAL,Contabilidade Geral,Diferido,Sim,Frequente
FISCAL,Contabilidade Geral,Contas do passivo,Sim,Frequente
FISCAL,Contabilidade Geral,Passivo circulante,Sim,Frequente
FISCAL,Contabilidade Geral,Passivo não circulante,Sim,Frequente
FISCAL,Contabilidade Geral,Fornecedores,Sim,Frequente
FISCAL,Contabilidade Geral,Contas a pagar,Sim,Frequente
FISCAL,Contabilidade Geral,Empréstimos,Sim,Frequente
FISCAL,Contabilidade Geral,Financiamentos,Sim,Frequente
FISCAL,Contabilidade Geral,Imposto a pagar,Sim,Frequente
FISCAL,Contabilidade Geral,Salários a pagar,Sim,Frequente
FISCAL,Contabilidade Geral,Contas do patrimônio líquido,Sim,Frequente
FISCAL,Contabilidade Geral,Capital social,Sim,Frequente
FISCAL,Contabilidade Geral,Reservas de capital,Sim,Frequente
FISCAL,Contabilidade Geral,Ajustes de avaliação patrimonial,Sim,Frequente
FISCAL,Contabilidade Geral,Reservas de lucros,Sim,Frequente
FISCAL,Contabilidade Geral,Lucros ou prejuízos acumulados,Sim,Frequente
FISCAL,Contabilidade Geral,Receitas,Sim,Frequente
FISCAL,Contabilidade Geral,Receita bruta,Sim,Frequente
FISCAL,Contabilidade Geral,Deduções da receita,Sim,Frequente
FISCAL,Contabilidade Geral,Devoluções,Sim,Frequente
FISCAL,Contabilidade Geral,Abatimentos,Sim,Frequente
FISCAL,Contabilidade Geral,Descontos,Sim,Frequente
FISCAL,Contabilidade Geral,Impostos sobre vendas,Sim,Frequente
FISCAL,Contabilidade Geral,Receita líquida,Sim,Frequente
FISCAL,Contabilidade Geral,Receitas operacionais,Sim,Frequente
FISCAL,Contabilidade Geral,Receitas não operacionais,Sim,Frequente
FISCAL,Contabilidade Geral,Despesas,Sim,Frequente
FISCAL,Contabilidade Geral,Despesas operacionais,Sim,Frequente
FISCAL,Contabilidade Geral,Custo de mercadorias vendidas,Sim,Frequente
FISCAL,Contabilidade Geral,Custo dos serviços prestados,Sim,Frequente
FISCAL,Contabilidade Geral,Despesas de vendas,Sim,Frequente
FISCAL,Contabilidade Geral,Despesas administrativas,Sim,Frequente
FISCAL,Contabilidade Geral,Despesas financeiras,Sim,Frequente
FISCAL,Contabilidade Geral,Despesas não operacionais,Sim,Frequente
FISCAL,Contabilidade Geral,Impostos e contribuições,Sim,Frequente
FISCAL,Contabilidade Geral,Imposto de renda,Sim,Frequente
FISCAL,Contabilidade Geral,Contribuição social,Sim,Frequente
FISCAL,Contabilidade Geral,Participações,Sim,Frequente
FISCAL,Contabilidade Geral,Lucro líquido,Sim,Frequente
FISCAL,Contabilidade Geral,Resultado do exercício,Sim,Frequente
FISCAL,Contabilidade de Custos,Conceitos fundamentais,Sim,Frequente
FISCAL,Contabilidade de Custos,Custos,Sim,Frequente
FISCAL,Contabilidade de Custos,Despesas,Sim,Frequente
FISCAL,Contabilidade de Custos,Perdas,Sim,Frequente
FISCAL,Contabilidade de Custos,Investimentos,Sim,Frequente
FISCAL,Contabilidade de Custos,Custos diretos,Sim,Frequente
FISCAL,Contabilidade de Custos,Custos indiretos,Sim,Frequente
FISCAL,Contabilidade de Custos,Custos fixos,Sim,Frequente
FISCAL,Contabilidade de Custos,Custos variáveis,Sim,Frequente
FISCAL,Contabilidade de Custos,Custos semivariáveis,Sim,Frequente
FISCAL,Contabilidade de Custos,Custos controlável,Sim,Frequente
FISCAL,Contabilidade de Custos,Custos não controláveis,Sim,Frequente
FISCAL,Contabilidade de Custos,Custos de produção,Sim,Frequente
FISCAL,Contabilidade de Custos,Matéria-prima,Sim,Frequente
FISCAL,Contabilidade de Custos,Mão de obra,Sim,Frequente
FISCAL,Contabilidade de Custos,Custos indiretos de fabricação,Sim,Frequente
FISCAL,Contabilidade de Custos,Custos de operação,Sim,Frequente
FISCAL,Contabilidade de Custos,Método de custeio,Sim,Frequente
FISCAL,Contabilidade de Custos,Absorção,Sim,Frequente
FISCAL,Contabilidade de Custos,Variável,Sim,Frequente
FISCAL,Contabilidade de Custos,ABC,Sim,Frequente
FISCAL,Contabilidade de Custos,RKW,Sim,Frequente
FISCAL,Contabilidade de Custos,Padrão,Sim,Frequente
FISCAL,Contabilidade de Custos,Custo padrão,Sim,Frequente
FISCAL,Contabilidade de Custos,Custo real,Sim,Frequente
FISCAL,Contabilidade de Custos,Variação de custo,Sim,Frequente
FISCAL,Contabilidade de Custos,Variação de quantidade,Sim,Frequente
FISCAL,Contabilidade de Custos,Variação de preço,Sim,Frequente
FISCAL,Contabilidade de Custos,Variação de volume,Sim,Frequente
FISCAL,Contabilidade de Custos,Análise de variações,Sim,Frequente
FISCAL,Contabilidade de Custos,Custeio por departamento,Sim,Frequente
FISCAL,Contabilidade de Custos,Departamentos de produção,Sim,Frequente
FISCAL,Contabilidade de Custos,Departamentos administrativos,Sim,Frequente
FISCAL,Contabilidade de Custos,Rateio de custos,Sim,Frequente
FISCAL,Contabilidade de Custos,Centros de custos,Sim,Frequente
FISCAL,Contabilidade de Custos,Alocação de custos,Sim,Frequente
FISCAL,Contabilidade de Custos,Transferência interna,Sim,Frequente
FISCAL,Contabilidade de Custos,Ponto de equilíbrio,Sim,Frequente
FISCAL,Contabilidade de Custos,Break-even,Sim,Frequente
FISCAL,Contabilidade de Custos,Margem de contribuição,Sim,Frequente
FISCAL,Contabilidade de Custos,Margem de segurança,Sim,Frequente
FISCAL,Contabilidade de Custos,Análise de rentabilidade,Sim,Frequente
FISCAL,Contabilidade de Custos,Lucro bruto,Sim,Frequente
FISCAL,Contabilidade de Custos,Lucro operacional,Sim,Frequente
FISCAL,Contabilidade de Custos,ROI (Retorno sobre Investimento),Sim,Frequente
FISCAL,Contabilidade de Custos,Análise de desperdício,Sim,Frequente
FISCAL,Contabilidade de Custos,Eficiência,Sim,Frequente
FISCAL,Contabilidade de Custos,Eficácia,Sim,Frequente
FISCAL,Contabilidade de Custos,Produtividade,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Conceitos fundamentais,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Administração financeira,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Gestão de caixa,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Gestão de recebíveis,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Gestão de pagáveis,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Gestão de estoques,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Gestão de investimentos,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Gestão de financiamentos,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Planejamento financeiro,Sim,Frequente
